GAME_ID,GAME_DATE,HOME_TEAM_ID,HOME_TEAM_ABBREVIATION,AWAY_TEAM_ID,AWAY_TEAM_ABBREVIATION,SEASON
22300034,2023-10-27,1610612749,MIL,1610612744,GSW,2023-24
22300033,2023-10-27,1610612737,ATL,1610612760,OKC,2023-24
22300032,2023-10-27,1610612761,TOR,1610612755,PHI,2023-24
22300038,2023-10-27,1610612763,MEM,1610612743,DEN,2023-24
22300055,2023-10-28,1610612766,CHA,1610612762,UTA,2023-24
22300053,2023-10-28,1610612746,LAC,1610612743,DEN,2023-24
22300057,2023-10-28,1610612745,HOU,1610612742,DAL,2023-24
22300056,2023-10-28,1610612765,DET,1610612752,NYK,2023-24
22300052,2023-10-28,1610612748,MIA,1610612760,OKC,2023-24
22300054,2023-10-28,1610612739,CLE,1610612757,POR,2023-24
22300050,2023-10-28,1610612738,BOS,1610612749,MIL,2023-24
22300049,2023-10-28,1610612754,IND,1610612756,PHX,2023-24
22300051,2023-10-28,1610612740,NOP,1610612755,PHI,2023-24
22300048,2023-10-28,1610612763,MEM,1610612751,BKN,2023-24
22300047,2023-10-28,1610612747,LAL,1610612758,SAC,2023-24
22300046,2023-10-28,1610612753,ORL,1610612750,MIN,2023-24
22300065,2023-10-29,1610612746,LAC,1610612747,LAL,2023-24
22300064,2023-10-29,1610612752,NYK,1610612739,CLE,2023-24
22300063,2023-10-29,1610612748,MIA,1610612738,BOS,2023-24
22300062,2023-10-29,1610612763,MEM,1610612766,CHA,2023-24
22300061,2023-10-29,1610612743,DEN,1610612745,HOU,2023-24
22300060,2023-10-29,1610612755,PHI,1610612740,NOP,2023-24
22300059,2023-10-29,1610612759,SAS,1610612744,GSW,2023-24
22300058,2023-10-29,1610612757,POR,1610612750,MIN,2023-24
22300075,2023-10-30,1610612750,MIN,1610612739,CLE,2023-24
22300074,2023-10-30,1610612745,HOU,1610612746,LAC,2023-24
22300073,2023-10-30,1610612757,POR,1610612754,IND,2023-24
22300072,2023-10-30,1610612761,TOR,1610612765,DET,2023-24
22300071,2023-10-30,1610612743,DEN,1610612742,DAL,2023-24
22300066,2023-10-30,1610612747,LAL,1610612748,MIA,2023-24
22300069,2023-10-30,1610612741,CHI,1610612766,CHA,2023-24
22300068,2023-10-30,1610612737,ATL,1610612763,MEM,2023-24
22300067,2023-10-30,1610612756,PHX,1610612755,PHI,2023-24
22300070,2023-10-30,1610612760,OKC,1610612759,SAS,2023-24
22300084,2023-10-31,1610612741,CHI,1610612760,OKC,2023-24
22300087,2023-10-31,1610612750,MIN,1610612742,DAL,2023-24
22300086,2023-10-31,1610612765,DET,1610612751,BKN,2023-24
22300085,2023-10-31,1610612758,SAC,1610612746,LAC,2023-24
22300088,2023-10-31,1610612759,SAS,1610612756,PHX,2023-24
22300083,2023-10-31,1610612749,MIL,1610612739,CLE,2023-24
22300079,2023-10-31,1610612740,NOP,1610612766,CHA,2023-24
22300081,2023-10-31,1610612744,GSW,1610612754,IND,2023-24
22300080,2023-10-31,1610612743,DEN,1610612748,MIA,2023-24
22300078,2023-10-31,1610612763,MEM,1610612737,ATL,2023-24
22300077,2023-10-31,1610612764,WAS,1610612745,HOU,2023-24
22300076,2023-10-31,1610612752,NYK,1610612747,LAL,2023-24
22300082,2023-10-31,1610612761,TOR,1610612753,ORL,2023-24
22300101,2023-11-01,1610612751,BKN,1610612744,GSW,2023-24
22300100,2023-11-01,1610612758,SAC,1610612757,POR,2023-24
22300099,2023-11-01,1610612756,PHX,1610612746,LAC,2023-24
22300098,2023-11-01,1610612743,DEN,1610612759,SAS,2023-24
22300097,2023-11-01,1610612764,WAS,1610612760,OKC,2023-24
22300096,2023-11-01,1610612739,CLE,1610612754,IND,2023-24
22300095,2023-11-01,1610612737,ATL,1610612766,CHA,2023-24
22300093,2023-11-01,1610612753,ORL,1610612747,LAL,2023-24
22300092,2023-11-01,1610612765,DET,1610612755,PHI,2023-24
22300091,2023-11-01,1610612749,MIL,1610612750,MIN,2023-24
22300090,2023-11-01,1610612761,TOR,1610612752,NYK,2023-24
22300089,2023-11-01,1610612740,NOP,1610612762,UTA,2023-24
22300094,2023-11-01,1610612763,MEM,1610612738,BOS,2023-24
22300109,2023-11-02,1610612742,DAL,1610612763,MEM,2023-24
22300114,2023-11-02,1610612752,NYK,1610612738,BOS,2023-24
22300113,2023-11-02,1610612747,LAL,1610612756,PHX,2023-24
22300111,2023-11-02,1610612744,GSW,1610612750,MIN,2023-24
22300110,2023-11-02,1610612760,OKC,1610612745,HOU,2023-24
22300108,2023-11-02,1610612761,TOR,1610612762,UTA,2023-24
22300112,2023-11-02,1610612757,POR,1610612754,IND,2023-24
22300106,2023-11-02,1610612739,CLE,1610612741,CHI,2023-24
22300102,2023-11-02,1610612764,WAS,1610612765,DET,2023-24
22300103,2023-11-02,1610612749,MIL,1610612746,LAC,2023-24
22300107,2023-11-02,1610612759,SAS,1610612748,MIA,2023-24
22300104,2023-11-02,1610612758,SAC,1610612743,DEN,2023-24
22300105,2023-11-02,1610612737,ATL,1610612740,NOP,2023-24
22300128,2023-11-03,1610612765,DET,1610612752,NYK,2023-24
22300127,2023-11-03,1610612741,CHI,1610612745,HOU,2023-24
22300126,2023-11-03,1610612747,LAL,1610612738,BOS,2023-24
22300124,2023-11-03,1610612766,CHA,1610612764,WAS,2023-24
22300122,2023-11-03,1610612763,MEM,1610612740,NOP,2023-24
22300121,2023-11-03,1610612749,MIL,1610612754,IND,2023-24
22300125,2023-11-03,1610612751,BKN,1610612744,GSW,2023-24
22300119,2023-11-03,1610612756,PHX,1610612746,LAC,2023-24
22300118,2023-11-03,1610612743,DEN,1610612750,MIN,2023-24
22300117,2023-11-03,1610612757,POR,1610612739,CLE,2023-24
22300116,2023-11-03,1610612753,ORL,1610612759,SAS,2023-24
22300115,2023-11-03,1610612760,OKC,1610612748,MIA,2023-24
22300120,2023-11-03,1610612758,SAC,1610612742,DAL,2023-24
22300123,2023-11-03,1610612755,PHI,1610612737,ATL,2023-24
22300129,2023-11-04,1610612740,NOP,1610612743,DEN,2023-24
22300130,2023-11-04,1610612763,MEM,1610612761,TOR,2023-24
22300131,2023-11-04,1610612765,DET,1610612738,BOS,2023-24
22300132,2023-11-04,1610612760,OKC,1610612737,ATL,2023-24
22300133,2023-11-04,1610612752,NYK,1610612762,UTA,2023-24
22300134,2023-11-04,1610612764,WAS,1610612744,GSW,2023-24
22300135,2023-11-04,1610612742,DAL,1610612755,PHI,2023-24
22300139,2023-11-05,1610612765,DET,1610612750,MIN,2023-24
22300140,2023-11-05,1610612759,SAS,1610612745,HOU,2023-24
22300138,2023-11-05,1610612742,DAL,1610612749,MIL,2023-24
22300136,2023-11-05,1610612752,NYK,1610612744,GSW,2023-24
22300137,2023-11-05,1610612739,CLE,1610612747,LAL,2023-24
22300141,2023-11-06,1610612759,SAS,1610612764,WAS,2023-24
22300142,2023-11-06,1610612740,NOP,1610612761,TOR,2023-24
22300143,2023-11-06,1610612743,DEN,1610612757,POR,2023-24
22300144,2023-11-06,1610612747,LAL,1610612760,OKC,2023-24
22300145,2023-11-06,1610612746,LAC,1610612748,MIA,2023-24
22300146,2023-11-06,1610612762,UTA,1610612765,DET,2023-24
22300147,2023-11-06,1610612749,MIL,1610612753,ORL,2023-24
22300148,2023-11-06,1610612755,PHI,1610612737,ATL,2023-24
22300149,2023-11-06,1610612756,PHX,1610612738,BOS,2023-24
22300154,2023-11-07,1610612742,DAL,1610612739,CLE,2023-24
22300152,2023-11-07,1610612753,ORL,1610612762,UTA,2023-24
22300153,2023-11-07,1610612755,PHI,1610612756,PHX,2023-24
22300150,2023-11-07,1610612743,DEN,1610612741,CHI,2023-24
22300151,2023-11-07,1610612766,CHA,1610612750,MIN,2023-24
22300155,2023-11-08,1610612765,DET,1610612757,POR,2023-24
22300156,2023-11-08,1610612751,BKN,1610612762,UTA,2023-24
22300157,2023-11-08,1610612737,ATL,1610612753,ORL,2023-24
22300158,2023-11-08,1610612756,PHX,1610612745,HOU,2023-24
22300159,2023-11-08,1610612738,BOS,1610612766,CHA,2023-24
22300160,2023-11-08,1610612764,WAS,1610612744,GSW,2023-24
22300161,2023-11-08,1610612761,TOR,1610612742,DAL,2023-24
22300162,2023-11-08,1610612739,CLE,1610612746,LAC,2023-24
22300163,2023-11-08,1610612763,MEM,1610612740,NOP,2023-24
22300164,2023-11-08,1610612752,NYK,1610612755,PHI,2023-24
22300171,2023-11-09,1610612747,LAL,1610612744,GSW,2023-24
22300170,2023-11-09,1610612758,SAC,1610612760,OKC,2023-24
22300169,2023-11-09,1610612754,IND,1610612755,PHI,2023-24
22300166,2023-11-09,1610612743,DEN,1610612741,CHI,2023-24
22300167,2023-11-09,1610612757,POR,1610612749,MIL,2023-24
22300165,2023-11-09,1610612738,BOS,1610612739,CLE,2023-24
22300168,2023-11-09,1610612762,UTA,1610612745,HOU,2023-24
22300184,2023-11-10,1610612751,BKN,1610612759,SAS,2023-24
22300183,2023-11-10,1610612762,UTA,1610612761,TOR,2023-24
22300182,2023-11-10,1610612765,DET,1610612766,CHA,2023-24
22300181,2023-11-10,1610612756,PHX,1610612763,MEM,2023-24
22300180,2023-11-10,1610612754,IND,1610612738,BOS,2023-24
22300178,2023-11-10,1610612757,POR,1610612748,MIA,2023-24
22300179,2023-11-10,1610612741,CHI,1610612743,DEN,2023-24
22300176,2023-11-10,1610612764,WAS,1610612758,SAC,2023-24
22300175,2023-11-10,1610612749,MIL,1610612750,MIN,2023-24
22300174,2023-11-10,1610612742,DAL,1610612745,HOU,2023-24
22300173,2023-11-10,1610612746,LAC,1610612747,LAL,2023-24
22300172,2023-11-10,1610612752,NYK,1610612737,ATL,2023-24
22300177,2023-11-10,1610612753,ORL,1610612760,OKC,2023-24
22300193,2023-11-11,1610612757,POR,1610612740,NOP,2023-24
22300197,2023-11-11,1610612762,UTA,1610612753,ORL,2023-24
22300198,2023-11-11,1610612741,CHI,1610612743,DEN,2023-24
22300195,2023-11-11,1610612750,MIN,1610612737,ATL,2023-24
22300194,2023-11-11,1610612749,MIL,1610612765,DET,2023-24
22300192,2023-11-11,1610612755,PHI,1610612747,LAL,2023-24
22300196,2023-11-11,1610612748,MIA,1610612746,LAC,2023-24
22300190,2023-11-11,1610612764,WAS,1610612742,DAL,2023-24
22300189,2023-11-11,1610612744,GSW,1610612751,BKN,2023-24
22300188,2023-11-11,1610612754,IND,1610612763,MEM,2023-24
22300187,2023-11-11,1610612759,SAS,1610612761,TOR,2023-24
22300186,2023-11-11,1610612758,SAC,1610612738,BOS,2023-24
22300185,2023-11-11,1610612766,CHA,1610612752,NYK,2023-24
22300191,2023-11-11,1610612739,CLE,1610612760,OKC,2023-24
22300211,2023-11-12,1610612749,MIL,1610612766,CHA,2023-24
22300210,2023-11-12,1610612741,CHI,1610612742,DAL,2023-24
22300209,2023-11-12,1610612754,IND,1610612743,DEN,2023-24
22300207,2023-11-12,1610612759,SAS,1610612747,LAL,2023-24
22300206,2023-11-12,1610612752,NYK,1610612745,HOU,2023-24
22300205,2023-11-12,1610612760,OKC,1610612765,DET,2023-24
22300208,2023-11-12,1610612738,BOS,1610612756,PHX,2023-24
22300203,2023-11-12,1610612753,ORL,1610612763,MEM,2023-24
22300202,2023-11-12,1610612739,CLE,1610612744,GSW,2023-24
22300201,2023-11-12,1610612746,LAC,1610612758,SAC,2023-24
22300200,2023-11-12,1610612751,BKN,1610612764,WAS,2023-24
22300199,2023-11-12,1610612750,MIN,1610612740,NOP,2023-24
22300204,2023-11-12,1610612748,MIA,1610612755,PHI,2023-24
22300220,2023-11-13,1610612741,CHI,1610612760,OKC,2023-24
22300219,2023-11-13,1610612766,CHA,1610612751,BKN,2023-24
22300218,2023-11-13,1610612761,TOR,1610612739,CLE,2023-24
22300217,2023-11-13,1610612738,BOS,1610612763,MEM,2023-24
22300215,2023-11-13,1610612744,GSW,1610612755,PHI,2023-24
22300214,2023-11-13,1610612752,NYK,1610612742,DAL,2023-24
22300213,2023-11-13,1610612749,MIL,1610612746,LAC,2023-24
22300212,2023-11-13,1610612737,ATL,1610612754,IND,2023-24
22300216,2023-11-13,1610612747,LAL,1610612759,SAS,2023-24
22300227,2023-11-14,1610612738,BOS,1610612740,NOP,2023-24
22300229,2023-11-14,1610612747,LAL,1610612739,CLE,2023-24
22300228,2023-11-14,1610612764,WAS,1610612761,TOR,2023-24
22300226,2023-11-14,1610612745,HOU,1610612754,IND,2023-24
22300224,2023-11-14,1610612756,PHX,1610612742,DAL,2023-24
22300225,2023-11-14,1610612743,DEN,1610612752,NYK,2023-24
22300223,2023-11-14,1610612757,POR,1610612759,SAS,2023-24
22300222,2023-11-14,1610612766,CHA,1610612748,MIA,2023-24
22300221,2023-11-14,1610612737,ATL,1610612741,CHI,2023-24
22300238,2023-11-15,1610612749,MIL,1610612763,MEM,2023-24
22300237,2023-11-15,1610612756,PHX,1610612755,PHI,2023-24
22300236,2023-11-15,1610612737,ATL,1610612764,WAS,2023-24
22300235,2023-11-15,1610612753,ORL,1610612740,NOP,2023-24
22300239,2023-11-15,1610612746,LAC,1610612752,NYK,2023-24
22300233,2023-11-15,1610612748,MIA,1610612761,TOR,2023-24
22300232,2023-11-15,1610612762,UTA,1610612742,DAL,2023-24
22300231,2023-11-15,1610612765,DET,1610612738,BOS,2023-24
22300230,2023-11-15,1610612741,CHI,1610612743,DEN,2023-24
22300234,2023-11-15,1610612739,CLE,1610612750,MIN,2023-24
22300249,2023-11-16,1610612750,MIN,1610612756,PHX,2023-24
22300248,2023-11-16,1610612744,GSW,1610612742,DAL,2023-24
22300247,2023-11-16,1610612743,DEN,1610612757,POR,2023-24
22300246,2023-11-16,1610612747,LAL,1610612764,WAS,2023-24
22300245,2023-11-16,1610612737,ATL,1610612752,NYK,2023-24
22300244,2023-11-16,1610612754,IND,1610612759,SAS,2023-24
22300242,2023-11-16,1610612745,HOU,1610612762,UTA,2023-24
22300241,2023-11-16,1610612751,BKN,1610612763,MEM,2023-24
22300240,2023-11-16,1610612738,BOS,1610612746,LAC,2023-24
22300243,2023-11-16,1610612766,CHA,1610612753,ORL,2023-24
22300256,2023-11-17,1610612740,NOP,1610612757,POR,2023-24
22300258,2023-11-17,1610612749,MIL,1610612754,IND,2023-24
22300257,2023-11-17,1610612759,SAS,1610612746,LAC,2023-24
22300255,2023-11-17,1610612739,CLE,1610612738,BOS,2023-24
22300251,2023-11-17,1610612748,MIA,1610612747,LAL,2023-24
22300253,2023-11-17,1610612766,CHA,1610612765,DET,2023-24
22300252,2023-11-17,1610612755,PHI,1610612756,PHX,2023-24
22300250,2023-11-17,1610612752,NYK,1610612762,UTA,2023-24
22300254,2023-11-17,1610612741,CHI,1610612753,ORL,2023-24
22300269,2023-11-18,1610612759,SAS,1610612741,CHI,2023-24
22300268,2023-11-18,1610612764,WAS,1610612753,ORL,2023-24
22300267,2023-11-18,1610612742,DAL,1610612745,HOU,2023-24
22300266,2023-11-18,1610612763,MEM,1610612757,POR,2023-24
22300264,2023-11-18,1610612744,GSW,1610612762,UTA,2023-24
22300265,2023-11-18,1610612755,PHI,1610612754,IND,2023-24
22300262,2023-11-18,1610612761,TOR,1610612758,SAC,2023-24
22300261,2023-11-18,1610612743,DEN,1610612739,CLE,2023-24
22300260,2023-11-18,1610612749,MIL,1610612751,BKN,2023-24
22300259,2023-11-18,1610612737,ATL,1610612766,CHA,2023-24
22300263,2023-11-18,1610612740,NOP,1610612750,MIN,2023-24
22300279,2023-11-19,1610612745,HOU,1610612757,POR,2023-24
22300284,2023-11-19,1610612753,ORL,1610612764,WAS,2023-24
22300283,2023-11-19,1610612758,SAC,1610612741,CHI,2023-24
22300282,2023-11-19,1610612754,IND,1610612749,MIL,2023-24
22300281,2023-11-19,1610612738,BOS,1610612756,PHX,2023-24
22300280,2023-11-19,1610612751,BKN,1610612739,CLE,2023-24
22300278,2023-11-19,1610612743,DEN,1610612742,DAL,2023-24
22300276,2023-11-19,1610612747,LAL,1610612759,SAS,2023-24
22300275,2023-11-19,1610612752,NYK,1610612762,UTA,2023-24
22300274,2023-11-19,1610612760,OKC,1610612765,DET,2023-24
22300273,2023-11-19,1610612746,LAC,1610612755,PHI,2023-24
22300272,2023-11-19,1610612750,MIN,1610612766,CHA,2023-24
22300271,2023-11-19,1610612761,TOR,1610612763,MEM,2023-24
22300270,2023-11-19,1610612744,GSW,1610612748,MIA,2023-24
22300277,2023-11-19,1610612740,NOP,1610612737,ATL,2023-24
22300298,2023-11-20,1610612760,OKC,1610612748,MIA,2023-24
22300297,2023-11-20,1610612765,DET,1610612749,MIL,2023-24
22300296,2023-11-20,1610612762,UTA,1610612744,GSW,2023-24
22300295,2023-11-20,1610612763,MEM,1610612737,ATL,2023-24
22300294,2023-11-20,1610612753,ORL,1610612750,MIN,2023-24
22300293,2023-11-20,1610612745,HOU,1610612761,TOR,2023-24
22300292,2023-11-20,1610612758,SAC,1610612751,BKN,2023-24
22300291,2023-11-20,1610612756,PHX,1610612755,PHI,2023-24
22300290,2023-11-20,1610612747,LAL,1610612764,WAS,2023-24
22300289,2023-11-20,1610612757,POR,1610612738,BOS,2023-24
22300288,2023-11-20,1610612766,CHA,1610612759,SAS,2023-24
22300287,2023-11-20,1610612752,NYK,1610612742,DAL,2023-24
22300286,2023-11-20,1610612740,NOP,1610612741,CHI,2023-24
22300285,2023-11-20,1610612743,DEN,1610612739,CLE,2023-24
22300312,2023-11-21,1610612744,GSW,1610612765,DET,2023-24
22300311,2023-11-21,1610612759,SAS,1610612766,CHA,2023-24
22300310,2023-11-21,1610612739,CLE,1610612752,NYK,2023-24
22300309,2023-11-21,1610612742,DAL,1610612745,HOU,2023-24
22300308,2023-11-21,1610612747,LAL,1610612758,SAC,2023-24
22300307,2023-11-21,1610612762,UTA,1610612761,TOR,2023-24
22300306,2023-11-21,1610612750,MIN,1610612743,DEN,2023-24
22300302,2023-11-21,1610612756,PHX,1610612741,CHI,2023-24
22300304,2023-11-21,1610612740,NOP,1610612749,MIL,2023-24
22300303,2023-11-21,1610612748,MIA,1610612757,POR,2023-24
22300301,2023-11-21,1610612754,IND,1610612760,OKC,2023-24
22300300,2023-11-21,1610612738,BOS,1610612751,BKN,2023-24
22300299,2023-11-21,1610612737,ATL,1610612763,MEM,2023-24
22300305,2023-11-21,1610612764,WAS,1610612746,LAC,2023-24
22300321,2023-11-22,1610612747,LAL,1610612743,DEN,2023-24
22300325,2023-11-22,1610612745,HOU,1610612754,IND,2023-24
22300324,2023-11-22,1610612752,NYK,1610612744,GSW,2023-24
22300323,2023-11-22,1610612760,OKC,1610612765,DET,2023-24
22300322,2023-11-22,1610612756,PHX,1610612742,DAL,2023-24
22300320,2023-11-22,1610612757,POR,1610612761,TOR,2023-24
22300326,2023-11-22,1610612737,ATL,1610612748,MIA,2023-24
22300318,2023-11-22,1610612755,PHI,1610612739,CLE,2023-24
22300317,2023-11-22,1610612751,BKN,1610612740,NOP,2023-24
22300316,2023-11-22,1610612758,SAC,1610612753,ORL,2023-24
22300315,2023-11-22,1610612741,CHI,1610612759,SAS,2023-24
22300314,2023-11-22,1610612766,CHA,1610612749,MIL,2023-24
22300313,2023-11-22,1610612746,LAC,1610612763,MEM,2023-24
22300319,2023-11-22,1610612764,WAS,1610612750,MIN,2023-24
22300337,2023-11-23,1610612763,MEM,1610612740,NOP,2023-24
22300336,2023-11-23,1610612758,SAC,1610612760,OKC,2023-24
22300334,2023-11-23,1610612749,MIL,1610612753,ORL,2023-24
22300338,2023-11-23,1610612757,POR,1610612742,DAL,2023-24
22300333,2023-11-23,1610612745,HOU,1610612739,CLE,2023-24
22300335,2023-11-23,1610612750,MIN,1610612738,BOS,2023-24
22300331,2023-11-23,1610612748,MIA,1610612764,WAS,2023-24
22300330,2023-11-23,1610612759,SAS,1610612762,UTA,2023-24
22300332,2023-11-23,1610612761,TOR,1610612741,CHI,2023-24
22300329,2023-11-23,1610612752,NYK,1610612751,BKN,2023-24
22300328,2023-11-23,1610612747,LAL,1610612737,ATL,2023-24
22300327,2023-11-23,1610612765,DET,1610612756,PHX,2023-24
22300351,2023-11-24,1610612763,MEM,1610612759,SAS,2023-24
22300350,2023-11-24,1610612745,HOU,1610612749,MIL,2023-24
22300349,2023-11-24,1610612765,DET,1610612746,LAC,2023-24
22300348,2023-11-24,1610612743,DEN,1610612766,CHA,2023-24
22300347,2023-11-24,1610612760,OKC,1610612755,PHI,2023-24
22300346,2023-11-24,1610612762,UTA,1610612764,WAS,2023-24
22300345,2023-11-24,1610612742,DAL,1610612738,BOS,2023-24
22300344,2023-11-24,1610612761,TOR,1610612756,PHX,2023-24
22300343,2023-11-24,1610612740,NOP,1610612750,MIN,2023-24
22300342,2023-11-24,1610612757,POR,1610612752,NYK,2023-24
22300341,2023-11-24,1610612751,BKN,1610612744,GSW,2023-24
22300340,2023-11-24,1610612737,ATL,1610612747,LAL,2023-24
22300339,2023-11-24,1610612758,SAC,1610612753,ORL,2023-24
22300364,2023-11-25,1610612757,POR,1610612737,ATL,2023-24
22300363,2023-11-25,1610612740,NOP,1610612753,ORL,2023-24
22300362,2023-11-25,1610612748,MIA,1610612761,TOR,2023-24
22300361,2023-11-25,1610612744,GSW,1610612752,NYK,2023-24
22300360,2023-11-25,1610612756,PHX,1610612760,OKC,2023-24
22300359,2023-11-25,1610612745,HOU,1610612766,CHA,2023-24
22300358,2023-11-25,1610612747,LAL,1610612742,DAL,2023-24
22300357,2023-11-25,1610612751,BKN,1610612758,SAC,2023-24
22300356,2023-11-25,1610612741,CHI,1610612765,DET,2023-24
22300355,2023-11-25,1610612746,LAC,1610612738,BOS,2023-24
22300354,2023-11-25,1610612759,SAS,1610612743,DEN,2023-24
22300353,2023-11-25,1610612749,MIL,1610612739,CLE,2023-24
22300352,2023-11-25,1610612755,PHI,1610612763,MEM,2023-24
22300379,2023-11-26,1610612760,OKC,1610612758,SAC,2023-24
22300378,2023-11-26,1610612763,MEM,1610612744,GSW,2023-24
22300377,2023-11-26,1610612761,TOR,1610612737,ATL,2023-24
22300376,2023-11-26,1610612759,SAS,1610612764,WAS,2023-24
22300375,2023-11-26,1610612765,DET,1610612766,CHA,2023-24
22300374,2023-11-26,1610612740,NOP,1610612746,LAC,2023-24
22300373,2023-11-26,1610612753,ORL,1610612755,PHI,2023-24
22300371,2023-11-26,1610612745,HOU,1610612743,DEN,2023-24
22300370,2023-11-26,1610612747,LAL,1610612757,POR,2023-24
22300369,2023-11-26,1610612741,CHI,1610612749,MIL,2023-24
22300368,2023-11-26,1610612748,MIA,1610612738,BOS,2023-24
22300367,2023-11-26,1610612739,CLE,1610612751,BKN,2023-24
22300366,2023-11-26,1610612756,PHX,1610612742,DAL,2023-24
22300365,2023-11-26,1610612752,NYK,1610612750,MIN,2023-24
22300372,2023-11-26,1610612754,IND,1610612762,UTA,2023-24
22300387,2023-11-27,1610612743,DEN,1610612751,BKN,2023-24
22300390,2023-11-27,1610612742,DAL,1610612737,ATL,2023-24
22300389,2023-11-27,1610612758,SAC,1610612752,NYK,2023-24
22300391,2023-11-27,1610612763,MEM,1610612766,CHA,2023-24
22300386,2023-11-27,1610612764,WAS,1610612739,CLE,2023-24
22300388,2023-11-27,1610612753,ORL,1610612756,PHX,2023-24
22300384,2023-11-27,1610612759,SAS,1610612762,UTA,2023-24
22300383,2023-11-27,1610612747,LAL,1610612761,TOR,2023-24
22300382,2023-11-27,1610612750,MIN,1610612740,NOP,2023-24
22300381,2023-11-27,1610612748,MIA,1610612741,CHI,2023-24
22300380,2023-11-27,1610612760,OKC,1610612765,DET,2023-24
22300385,2023-11-27,1610612749,MIL,1610612745,HOU,2023-24
22300405,2023-11-28,1610612747,LAL,1610612750,MIN,2023-24
22300404,2023-11-28,1610612752,NYK,1610612755,PHI,2023-24
22300403,2023-11-28,1610612749,MIL,1610612739,CLE,2023-24
22300402,2023-11-28,1610612753,ORL,1610612745,HOU,2023-24
22300401,2023-11-28,1610612746,LAC,1610612766,CHA,2023-24
22300400,2023-11-28,1610612757,POR,1610612741,CHI,2023-24
22300399,2023-11-28,1610612744,GSW,1610612754,IND,2023-24
22300398,2023-11-28,1610612759,SAS,1610612740,NOP,2023-24
22300397,2023-11-28,1610612760,OKC,1610612758,SAC,2023-24
22300396,2023-11-28,1610612742,DAL,1610612765,DET,2023-24
22300395,2023-11-28,1610612762,UTA,1610612743,DEN,2023-24
22300394,2023-11-28,1610612764,WAS,1610612756,PHX,2023-24
22300393,2023-11-28,1610612737,ATL,1610612751,BKN,2023-24
22300392,2023-11-28,1610612763,MEM,1610612761,TOR,2023-24
22300416,2023-11-29,1610612738,BOS,1610612747,LAL,2023-24
22300417,2023-11-29,1610612752,NYK,1610612749,MIL,2023-24
22300414,2023-11-29,1610612741,CHI,1610612763,MEM,2023-24
22300413,2023-11-29,1610612765,DET,1610612756,PHX,2023-24
