PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,SEASON,HOME_AWAY,OPPONENT,SEASON_YEAR,EFFICIENCY,TS_PCT,PTS_PER_MIN,FANTASY_PTS
201566,Marcus Johnson,1610612747,LAL,2023-11-23,LAL vs. DEN,L,28.233333333333334,11,27,0.407,1,3,0.333,3,4,0.75,1,5,7,10,1,0,2,3,26,7,2023-24,home,DEN,2023,25,0.4520166898470097,0.9208972845336482,50.4
201566,Marcus Johnson,1610612747,LAL,2023-11-25,LAL @ TOR,W,31.266666666666666,12,28,0.429,1,4,0.25,4,6,0.667,0,2,3,7,2,0,2,2,29,2,2023-24,away,TOR,2023,21,0.47323759791122716,0.9275053304904052,47.1
201566,Marcus Johnson,1610612747,LAL,2023-11-26,LAL vs. LAC,W,30.8,11,27,0.407,1,3,0.333,3,4,0.75,1,3,4,8,0,0,3,5,26,-16,2023-24,home,LAC,2023,18,0.4520166898470097,0.8441558441558441,39.8
201566,Marcus Johnson,1610612747,LAL,2023-11-29,LAL vs. MIL,L,34.55,10,23,0.435,1,3,0.333,4,5,0.8,2,6,8,3,0,1,3,2,25,1,2023-24,home,MIL,2023,20,0.49603174603174605,0.7235890014471781,39.1
201566,Marcus Johnson,1610612747,LAL,2023-12-03,LAL vs. NOP,L,34.86666666666667,10,22,0.455,0,2,0.0,3,4,0.75,3,9,12,7,0,1,2,5,23,8,2023-24,home,NOP,2023,28,0.484006734006734,0.6596558317399618,48.9
201566,Marcus Johnson,1610612747,LAL,2023-12-07,LAL @ CHI,W,35.233333333333334,11,26,0.423,1,3,0.333,4,5,0.8,3,9,12,5,0,0,2,1,27,8,2023-24,away,CHI,2023,26,0.4787234042553192,0.7663197729422895,46.9
201566,Marcus Johnson,1610612747,LAL,2023-12-08,LAL @ CLE,L,34.03333333333333,12,26,0.462,1,4,0.25,3,4,0.75,1,4,5,10,1,0,1,5,28,5,2023-24,away,CLE,2023,28,0.5043227665706052,0.822722820763957,51.0
201566,Marcus Johnson,1610612747,LAL,2023-12-09,LAL @ OKC,L,33.766666666666666,8,20,0.4,0,2,0.0,2,3,0.667,0,2,2,4,1,0,1,5,18,-2,2023-24,away,OKC,2023,11,0.4221388367729831,0.5330700888450148,28.4
201566,Marcus Johnson,1610612747,LAL,2023-12-10,LAL @ CHA,L,34.166666666666664,8,21,0.381,0,2,0.0,2,3,0.667,1,5,7,6,1,1,1,3,18,1,2023-24,away,CHA,2023,18,0.4032258064516129,0.526829268292683,40.4
201566,Marcus Johnson,1610612747,LAL,2023-12-11,LAL vs. CLE,L,42.0,11,26,0.423,1,3,0.333,3,4,0.75,2,6,9,7,1,0,3,5,26,0,2023-24,home,CLE,2023,24,0.46829971181556196,0.6190476190476191,47.3
201566,Marcus Johnson,1610612747,LAL,2023-12-13,LAL @ CHA,L,40.93333333333333,7,20,0.35,0,2,0.0,2,3,0.667,2,6,8,2,1,1,3,5,16,-12,2023-24,away,CHA,2023,11,0.37523452157598497,0.39087947882736157,31.6
201566,Marcus Johnson,1610612747,LAL,2023-12-15,LAL vs. SAC,W,34.63333333333333,11,26,0.423,1,3,0.333,3,4,0.75,1,4,5,10,1,0,3,5,26,-1,2023-24,home,SAC,2023,23,0.46829971181556196,0.7507218479307026,47.0
201566,Marcus Johnson,1610612747,LAL,2023-12-18,LAL @ CHA,L,35.5,12,26,0.462,1,4,0.25,3,4,0.75,0,2,3,5,1,0,4,2,28,22,2023-24,away,CHA,2023,18,0.5043227665706052,0.7887323943661971,38.1
201566,Marcus Johnson,1610612747,LAL,2023-12-19,LAL @ NYK,W,37.083333333333336,7,20,0.35,0,2,0.0,2,3,0.667,1,3,5,7,0,1,3,4,16,-15,2023-24,away,NYK,2023,12,0.37523452157598497,0.4314606741573033,32.5
201566,Marcus Johnson,1610612747,LAL,2023-12-20,LAL @ NOP,W,33.233333333333334,8,22,0.364,0,2,0.0,2,3,0.667,2,7,10,2,1,0,4,4,18,-13,2023-24,away,NOP,2023,12,0.38593481989708406,0.5416248746238715,32.0
201566,Marcus Johnson,1610612747,LAL,2023-12-22,LAL @ UTA,W,35.38333333333333,11,22,0.5,1,4,0.25,3,4,0.75,1,4,5,6,1,0,3,5,26,-19,2023-24,away,UTA,2023,23,0.5471380471380471,0.7348092322185587,41.0
201566,Marcus Johnson,1610612747,LAL,2023-12-24,LAL @ LAC,L,33.53333333333333,10,22,0.455,1,3,0.333,4,5,0.8,1,5,7,4,1,0,2,4,25,8,2023-24,away,LAC,2023,22,0.5165289256198348,0.7455268389662029,40.4
201566,Marcus Johnson,1610612747,LAL,2023-12-29,LAL vs. HOU,W,34.916666666666664,12,28,0.429,1,4,0.25,4,5,0.8,2,6,8,4,1,1,3,5,29,-4,2023-24,home,HOU,2023,23,0.48013245033112584,0.8305489260143198,47.6
201566,Marcus Johnson,1610612747,LAL,2024-01-01,LAL vs. BOS,W,35.63333333333333,10,23,0.435,1,3,0.333,3,4,0.75,1,4,6,8,1,1,4,3,24,2,2023-24,home,BOS,2023,22,0.4846526655896607,0.6735266604303087,45.2
201566,Marcus Johnson,1610612747,LAL,2024-01-02,LAL @ DET,W,33.6,10,21,0.476,0,2,0.0,3,4,0.75,1,5,7,4,2,0,1,5,23,4,2023-24,away,DET,2023,23,0.5052724077328646,0.6845238095238095,42.4
201566,Marcus Johnson,1610612747,LAL,2024-01-04,LAL @ WAS,L,33.95,9,22,0.409,0,2,0.0,3,4,0.75,1,5,7,4,1,0,2,2,21,-10,2023-24,away,WAS,2023,17,0.4419191919191919,0.6185567010309277,36.4
201566,Marcus Johnson,1610612747,LAL,2024-01-08,LAL vs. DAL,L,34.71666666666667,12,28,0.429,1,3,0.333,3,4,0.75,1,4,5,5,1,0,1,3,28,15,2023-24,home,DAL,2023,21,0.4704301075268817,0.8065290446471435,43.5
201566,Marcus Johnson,1610612747,LAL,2024-01-12,LAL @ UTA,W,36.56666666666667,10,25,0.4,1,3,0.333,3,4,0.75,1,5,7,4,1,0,3,1,24,-2,2023-24,away,UTA,2023,17,0.44843049327354256,0.6563354603463992,38.4
201566,Marcus Johnson,1610612747,LAL,2024-01-16,LAL @ SAS,W,35.2,12,26,0.462,1,3,0.333,3,4,0.75,1,4,6,6,1,0,2,2,28,10,2023-24,away,SAS,2023,24,0.5043227665706052,0.7954545454545454,45.2
201566,Marcus Johnson,1610612747,LAL,2024-01-18,LAL vs. CHI,L,40.45,9,26,0.346,0,4,0.0,3,4,0.75,2,6,9,6,2,0,2,4,21,-10,2023-24,home,CHI,2023,18,0.37824207492795386,0.519159456118665,44.8
201566,Marcus Johnson,1610612747,LAL,2024-01-20,LAL vs. BKN,W,34.45,12,32,0.375,0,2,0.0,3,4,0.75,2,8,11,7,1,0,3,1,27,-4,2023-24,home,BKN,2023,22,0.39988151658767773,0.7837445573294629,50.7
201566,Marcus Johnson,1610612747,LAL,2024-01-21,LAL @ SAC,W,28.85,12,27,0.444,1,4,0.25,3,4,0.75,1,4,6,7,0,0,3,4,28,-9,2023-24,away,SAC,2023,22,0.48678720445062584,0.9705372616984401,42.7
201566,Marcus Johnson,1610612747,LAL,2024-01-25,LAL vs. UTA,W,33.56666666666667,11,25,0.44,1,4,0.25,3,4,0.75,2,6,8,7,0,0,4,2,26,1,2023-24,home,UTA,2023,22,0.4857997010463378,0.7745779543197616,42.1
201566,Marcus Johnson,1610612747,LAL,2024-01-30,LAL @ SAS,L,37.53333333333333,10,22,0.455,1,4,0.25,3,4,0.75,3,9,12,9,1,1,3,4,24,9,2023-24,away,SAS,2023,31,0.505050505050505,0.6394316163410302,54.9
201566,Marcus Johnson,1610612747,LAL,2024-02-03,LAL vs. GSW,W,28.716666666666665,9,20,0.45,0,3,0.0,3,4,0.75,0,1,1,5,1,1,3,5,21,-3,2023-24,home,GSW,2023,14,0.4825367647058823,0.7312826465467209,32.7
201566,Marcus Johnson,1610612747,LAL,2024-02-04,LAL vs. BOS,L,35.15,10,24,0.417,1,3,0.333,3,4,0.75,0,1,1,5,0,1,3,5,24,-1,2023-24,home,BOS,2023,13,0.4658385093167702,0.6827880512091039,32.7
201566,Marcus Johnson,1610612747,LAL,2024-02-07,LAL vs. UTA,W,36.85,9,25,0.36,0,3,0.0,2,3,0.667,2,6,8,4,0,0,1,2,20,-2,2023-24,home,UTA,2023,14,0.37993920972644374,0.5427408412483039,34.6
201566,Marcus Johnson,1610612747,LAL,2024-02-12,LAL @ DEN,W,31.9,11,26,0.423,1,3,0.333,3,5,0.6,1,5,6,5,1,1,2,5,26,-15,2023-24,away,DEN,2023,20,0.46099290780141844,0.8150470219435737,44.7
201566,Marcus Johnson,1610612747,LAL,2024-02-13,LAL @ NYK,L,38.1,12,28,0.429,1,4,0.25,3,5,0.6,1,4,5,6,1,2,4,3,28,3,2023-24,away,NYK,2023,20,0.4635761589403974,0.7349081364829396,48.0
201566,Marcus Johnson,1610612747,LAL,2024-02-15,LAL vs. HOU,L,31.716666666666665,8,18,0.444,0,2,0.0,2,3,0.667,1,4,5,3,2,1,2,2,18,11,2023-24,home,HOU,2023,16,0.4658385093167702,0.5675249605885444,35.5
201566,Marcus Johnson,1610612747,LAL,2024-02-18,LAL @ SAC,W,35.61666666666667,9,25,0.36,0,2,0.0,2,3,0.667,1,4,6,4,0,1,4,4,20,-7,2023-24,away,SAC,2023,10,0.37993920972644374,0.5615348619560131,32.2
201566,Marcus Johnson,1610612747,LAL,2024-02-20,LAL vs. DET,L,32.21666666666667,9,23,0.391,1,3,0.333,2,3,0.667,1,5,7,4,1,0,2,1,21,2,2023-24,home,DET,2023,16,0.4317434210526316,0.651836523538541,36.4
201566,Marcus Johnson,1610612747,LAL,2024-02-22,LAL vs. CLE,L,31.066666666666666,11,28,0.393,1,5,0.2,3,5,0.6,2,6,8,2,1,0,3,5,26,0,2023-24,home,CLE,2023,15,0.43046357615894043,0.8369098712446352,38.6
201566,Marcus Johnson,1610612747,LAL,2024-02-23,LAL vs. NOP,W,34.766666666666666,9,22,0.409,0,3,0.0,2,3,0.667,1,5,7,2,1,0,2,2,20,7,2023-24,home,NOP,2023,14,0.4288164665523156,0.5752636625119847,32.4
201566,Marcus Johnson,1610612747,LAL,2024-02-28,LAL vs. DET,W,32.266666666666666,12,27,0.444,1,4,0.25,4,5,0.8,1,3,4,7,2,0,2,3,29,-4,2023-24,home,DET,2023,24,0.4965753424657534,0.8987603305785125,48.3
201566,Marcus Johnson,1610612747,LAL,2024-03-01,LAL vs. UTA,L,34.25,10,24,0.417,1,3,0.333,3,4,0.75,2,7,9,6,1,0,2,3,24,1,2023-24,home,UTA,2023,23,0.4658385093167702,0.7007299270072993,44.8
201566,Marcus Johnson,1610612747,LAL,2024-03-03,LAL vs. DET,L,40.21666666666667,12,33,0.364,1,4,0.25,4,5,0.8,1,4,6,8,1,0,1,2,29,18,2023-24,home,DET,2023,21,0.4119318181818181,0.7210940737670949,50.2
201566,Marcus Johnson,1610612747,LAL,2024-03-06,LAL @ MIA,L,34.96666666666667,10,20,0.5,1,3,0.333,3,4,0.75,2,6,9,1,1,1,1,5,24,5,2023-24,away,MIA,2023,24,0.551470588235294,0.6863679694947569,41.3
201566,Marcus Johnson,1610612747,LAL,2024-03-08,LAL @ PHX,W,40.8,10,23,0.435,1,3,0.333,3,4,0.75,1,5,7,5,0,1,2,3,24,2,2023-24,away,PHX,2023,21,0.4846526655896607,0.5882352941176471,40.9
201566,Marcus Johnson,1610612747,LAL,2024-03-10,LAL vs. BOS,W,37.1,10,27,0.37,0,2,0.0,2,3,0.667,1,4,6,4,1,0,3,3,22,2,2023-24,home,BOS,2023,12,0.3884180790960452,0.5929919137466307,35.2
201566,Marcus Johnson,1610612747,LAL,2024-03-12,LAL vs. PHI,L,39.61666666666667,10,24,0.417,0,3,0.0,2,3,0.667,0,2,3,2,2,1,2,5,22,0,2023-24,home,PHI,2023,13,0.4344391785150079,0.5553218342448465,35.6
201566,Marcus Johnson,1610612747,LAL,2024-03-14,LAL @ DEN,W,34.31666666666667,11,22,0.5,1,3,0.333,4,5,0.8,2,6,8,6,0,1,4,4,27,-9,2023-24,away,DEN,2023,26,0.5578512396694215,0.7867897037396794,44.6
201566,Marcus Johnson,1610612747,LAL,2024-03-15,LAL @ HOU,L,33.61666666666667,10,25,0.4,1,4,0.25,2,3,0.667,2,6,8,2,2,0,2,2,23,0,2023-24,away,HOU,2023,17,0.4369300911854103,0.6841844323252355,39.6
201566,Marcus Johnson,1610612747,LAL,2024-03-18,LAL vs. PHX,W,30.116666666666667,8,22,0.364,1,5,0.2,2,3,0.667,1,4,6,9,1,0,2,4,19,-5,2023-24,home,PHX,2023,18,0.4073756432246998,0.630879911455451,40.7
201566,Marcus Johnson,1610612747,LAL,2024-03-20,LAL vs. MIA,W,36.083333333333336,14,32,0.438,1,4,0.25,4,5,0.8,2,7,9,5,0,2,3,2,33,2,2023-24,home,MIA,2023,27,0.48245614035087714,0.9145496535796767,54.3
201566,Marcus Johnson,1610612747,LAL,2024-03-21,LAL vs. LAC,W,32.266666666666666,9,20,0.45,1,5,0.2,2,3,0.667,1,4,6,4,0,0,2,3,21,9,2023-24,home,LAC,2023,17,0.4924953095684803,0.6508264462809917,32.2
201566,Marcus Johnson,1610612747,LAL,2024-03-24,LAL @ LAC,L,27.766666666666666,10,22,0.455,0,2,0.0,3,4,0.75,1,4,6,3,0,0,4,1,23,-12,2023-24,away,LAC,2023,15,0.484006734006734,0.8283313325330133,30.700000000000003
201566,Marcus Johnson,1610612747,LAL,2024-03-25,LAL vs. DET,L,32.416666666666664,11,23,0.478,1,3,0.333,3,4,0.75,0,2,3,6,1,0,3,1,26,-10,2023-24,home,DET,2023,20,0.5250403877221325,0.8020565552699229,38.6
201566,Marcus Johnson,1610612747,LAL,2024-03-26,LAL @ IND,L,35.833333333333336,10,26,0.385,0,2,0.0,3,4,0.75,1,4,5,6,0,1,2,4,23,-15,2023-24,away,IND,2023,16,0.4142651296829971,0.641860465116279,39.0
201566,Marcus Johnson,1610612747,LAL,2024-03-27,LAL vs. NYK,W,29.316666666666666,10,24,0.417,1,3,0.333,3,4,0.75,0,2,3,8,0,1,3,4,24,-1,2023-24,home,NYK,2023,18,0.4658385093167702,0.8186469584991473,39.6
201566,Marcus Johnson,1610612747,LAL,2024-03-28,LAL @ SAS,W,37.3,10,27,0.37,0,2,0.0,3,4,0.75,1,5,6,4,1,0,1,3,23,-3,2023-24,away,SAS,2023,15,0.3998609179415855,0.6166219839142092,38.2
201566,Marcus Johnson,1610612747,LAL,2024-04-02,LAL @ HOU,W,34.05,11,30,0.367,1,3,0.333,3,4,0.75,1,4,5,4,1,0,3,3,26,2,2023-24,away,HOU,2023,13,0.4093198992443325,0.7635829662261381,38.0
201566,Marcus Johnson,1610612747,LAL,2024-04-05,LAL vs. HOU,L,36.93333333333333,14,31,0.452,1,5,0.2,4,5,0.8,2,7,9,2,0,0,3,5,33,-4,2023-24,home,HOU,2023,23,0.4969879518072289,0.8935018050541517,43.8
201566,Marcus Johnson,1610612747,LAL,2024-04-07,LAL @ PHI,W,32.15,8,16,0.5,0,2,0.0,2,3,0.667,1,3,4,3,0,1,2,5,18,-12,2023-24,away,PHI,2023,15,0.5196304849884527,0.5598755832037325,28.3
201566,Marcus Johnson,1610612747,LAL,2024-04-10,LAL vs. TOR,L,36.1,10,24,0.417,0,2,0.0,3,4,0.75,1,5,7,11,1,1,2,2,23,16,2023-24,home,TOR,2023,26,0.4464285714285714,0.6371191135734072,51.9
201566,Marcus Johnson,1610612747,LAL,2024-10-23,LAL vs. TOR,L,33.916666666666664,9,25,0.36,0,2,0.0,2,3,0.667,0,2,3,6,0,0,3,5,20,-13,2024-25,home,TOR,2024,9,0.37993920972644374,0.5896805896805897,29.6
201566,Marcus Johnson,1610612747,LAL,2024-10-26,LAL vs. BOS,W,33.1,12,27,0.444,1,4,0.25,4,5,0.8,1,5,6,3,1,0,4,4,29,-11,2024-25,home,BOS,2024,19,0.4965753424657534,0.8761329305135951,39.7
201566,Marcus Johnson,1610612747,LAL,2024-10-27,LAL @ CLE,L,31.733333333333334,12,27,0.444,1,3,0.333,3,4,0.75,1,4,6,7,1,1,1,3,28,14,2024-25,away,CLE,2024,26,0.48678720445062584,0.8823529411764706,50.7
201566,Marcus Johnson,1610612747,LAL,2024-10-30,LAL vs. LAC,W,33.96666666666667,10,21,0.476,1,3,0.333,3,4,0.75,1,3,4,3,1,1,2,4,24,8,2024-25,home,LAC,2024,19,0.5272407732864675,0.7065750736015701,37.3
201566,Marcus Johnson,1610612747,LAL,2024-10-31,LAL @ SAC,W,30.8,10,22,0.455,1,3,0.333,3,4,0.75,0,1,2,5,1,0,2,1,24,-12,2024-25,away,SAC,2024,17,0.505050505050505,0.7792207792207793,34.9
201566,Marcus Johnson,1610612747,LAL,2024-11-04,LAL vs. ORL,L,33.833333333333336,8,21,0.381,0,2,0.0,2,3,0.667,1,4,6,5,1,0,1,4,18,20,2024-25,home,ORL,2024,15,0.4032258064516129,0.5320197044334976,34.7
201566,Marcus Johnson,1610612747,LAL,2024-11-06,LAL vs. OKC,L,39.06666666666667,9,26,0.346,0,3,0.0,2,3,0.667,1,4,5,5,1,0,5,4,20,-9,2024-25,home,OKC,2024,8,0.36603221083455345,0.5119453924914675,31.5
201566,Marcus Johnson,1610612747,LAL,2024-11-08,LAL vs. WAS,W,35.166666666666664,12,29,0.414,1,6,0.167,4,5,0.8,2,6,8,6,1,0,2,3,29,4,2024-25,home,WAS,2024,24,0.46474358974358976,0.8246445497630333,48.6
201566,Marcus Johnson,1610612747,LAL,2024-11-10,LAL @ LAC,W,34.45,8,20,0.4,0,2,0.0,2,3,0.667,0,2,3,5,1,0,3,3,18,-1,2024-25,away,LAC,2024,11,0.4221388367729831,0.5224963715529752,29.1
201566,Marcus Johnson,1610612747,LAL,2024-11-11,LAL vs. GSW,L,31.85,11,24,0.458,1,4,0.25,3,4,0.75,0,0,1,4,1,0,1,4,26,1,2024-25,home,GSW,2024,17,0.5046583850931676,0.8163265306122449,35.2
201566,Marcus Johnson,1610612747,LAL,2024-11-13,LAL @ CHI,L,34.05,12,27,0.444,1,3,0.333,3,4,0.75,1,5,6,6,1,1,4,2,28,14,2024-25,away,CHI,2024,22,0.48678720445062584,0.8223201174743026,46.2
201566,Marcus Johnson,1610612747,LAL,2024-11-17,LAL vs. MEM,L,32.833333333333336,13,29,0.448,1,4,0.25,4,5,0.8,1,5,7,8,1,0,3,4,31,0,2024-25,home,MEM,2024,27,0.4967948717948718,0.9441624365482233,51.4
201566,Marcus Johnson,1610612747,LAL,2024-11-21,LAL vs. HOU,L,39.28333333333333,12,33,0.364,1,5,0.2,3,5,0.6,1,4,5,5,1,0,1,2,28,-10,2024-25,home,HOU,2024,15,0.3977272727272727,0.7127704709376326,43.5
201566,Marcus Johnson,1610612747,LAL,2024-11-23,LAL vs. PHX,W,38.15,10,20,0.5,1,3,0.333,3,4,0.75,1,4,6,3,1,0,2,5,24,5,2024-25,home,PHX,2024,21,0.551470588235294,0.6290956749672346,36.7
201566,Marcus Johnson,1610612747,LAL,2024-11-26,LAL @ NOP,L,32.43333333333333,9,19,0.474,1,3,0.333,2,3,0.667,2,8,11,3,1,0,2,3,21,3,2024-25,away,NOP,2024,23,0.5167322834645669,0.6474820143884893,39.7
201566,Marcus Johnson,1610612747,LAL,2024-11-29,LAL vs. CHI,L,33.266666666666666,14,33,0.424,1,3,0.333,4,6,0.667,1,4,5,8,1,1,3,3,33,-4,2024-25,home,CHI,2024,24,0.46296296296296297,0.9919839679358717,54.0
201566,Marcus Johnson,1610612747,LAL,2024-12-04,LAL @ NOP,L,33.416666666666664,10,23,0.435,0,2,0.0,2,3,0.667,2,6,8,4,1,1,3,5,22,-6,2024-25,away,NOP,2024,19,0.45230263157894735,0.658354114713217,40.6
201566,Marcus Johnson,1610612747,LAL,2024-12-08,LAL vs. MIA,W,33.983333333333334,12,28,0.429,1,3,0.333,3,4,0.75,1,5,6,7,0,0,2,4,28,-9,2024-25,home,MIA,2024,22,0.4704301075268817,0.8239333006375674,43.7
201566,Marcus Johnson,1610612747,LAL,2024-12-10,LAL @ POR,W,35.3,10,26,0.385,0,2,0.0,3,4,0.75,1,3,5,3,1,0,2,4,23,-2,2024-25,away,POR,2024,13,0.4142651296829971,0.651558073654391,34.5
201566,Marcus Johnson,1610612747,LAL,2024-12-12,LAL vs. HOU,W,33.68333333333333,11,23,0.478,1,3,0.333,4,5,0.8,1,5,7,5,1,0,1,4,27,-13,2024-25,home,HOU,2024,26,0.5357142857142857,0.8015833745670461,44.9
201566,Marcus Johnson,1610612747,LAL,2024-12-15,LAL @ SAC,W,28.833333333333332,9,24,0.375,0,3,0.0,3,4,0.75,2,6,9,4,1,0,3,1,21,15,2024-25,away,SAC,2024,16,0.4076086956521739,0.7283236994219654,37.8
201566,Marcus Johnson,1610612747,LAL,2024-12-18,LAL vs. BOS,W,39.36666666666667,11,26,0.423,1,4,0.25,3,5,0.6,1,4,6,6,1,0,3,3,26,-4,2024-25,home,BOS,2024,19,0.46099290780141844,0.6604572396274344,42.2
201566,Marcus Johnson,1610612747,LAL,2024-12-21,LAL @ CHI,L,36.38333333333333,11,28,0.393,0,2,0.0,3,4,0.75,1,5,7,5,0,0,1,1,25,-7,2024-25,away,CHI,2024,18,0.42002688172043007,0.6871278057718736,39.9
201566,Marcus Johnson,1610612747,LAL,2024-12-24,LAL @ HOU,L,38.85,12,27,0.444,1,3,0.333,3,4,0.75,1,4,6,6,1,0,3,4,28,10,2024-25,away,HOU,2024,22,0.48678720445062584,0.7207207207207207,44.2
201566,Marcus Johnson,1610612747,LAL,2024-12-27,LAL vs. GSW,W,32.333333333333336,12,23,0.522,1,4,0.25,3,4,0.75,1,3,4,6,1,0,2,2,28,-9,2024-25,home,GSW,2024,25,0.5654281098546041,0.8659793814432989,42.8
201566,Marcus Johnson,1610612747,LAL,2024-12-29,LAL @ NOP,L,35.5,11,28,0.393,1,4,0.25,3,4,0.75,1,5,7,5,1,0,4,2,26,-2,2024-25,away,NOP,2024,17,0.4368279569892473,0.7323943661971831,40.9
201566,Marcus Johnson,1610612747,LAL,2025-01-02,LAL @ DET,W,33.68333333333333,12,26,0.462,1,3,0.333,4,5,0.8,0,0,0,4,0,0,5,1,29,9,2024-25,away,DET,2024,13,0.5141843971631206,0.8609599208312717,30.0
201566,Marcus Johnson,1610612747,LAL,2025-01-04,LAL @ CHA,W,28.7,12,31,0.387,1,3,0.333,3,4,0.75,1,3,4,4,1,0,3,4,28,-4,2024-25,away,CHA,2024,14,0.4273504273504274,0.975609756097561,38.8
201566,Marcus Johnson,1610612747,LAL,2025-01-08,LAL @ CLE,L,37.93333333333333,9,20,0.45,1,3,0.333,3,4,0.75,1,5,7,9,0,1,4,4,22,11,2024-25,away,CLE,2024,23,0.5055147058823529,0.5799648506151143,42.9
201566,Marcus Johnson,1610612747,LAL,2025-01-10,LAL @ ATL,L,37.81666666666667,13,27,0.481,1,5,0.2,3,5,0.6,1,5,6,8,1,0,4,3,30,2,2024-25,away,ATL,2024,25,0.5136986301369864,0.7933010136624062,48.2
201566,Marcus Johnson,1610612747,LAL,2025-01-11,LAL vs. BKN,L,36.86666666666667,8,22,0.364,0,3,0.0,2,3,0.667,1,5,6,4,1,0,3,4,18,-23,2024-25,home,BKN,2024,11,0.38593481989708406,0.488245931283906,31.200000000000003
201566,Marcus Johnson,1610612747,LAL,2025-01-14,LAL vs. PHI,L,32.31666666666667,11,26,0.423,1,3,0.333,4,5,0.8,0,1,2,0,0,1,2,3,27,3,2024-25,home,PHI,2024,12,0.4787234042553192,0.8354822073233624,30.4
201566,Marcus Johnson,1610612747,LAL,2025-01-15,LAL vs. SAS,L,34.06666666666667,9,28,0.321,0,2,0.0,3,4,0.75,1,5,7,6,1,0,2,2,21,3,2024-25,home,SAS,2024,13,0.35282258064516125,0.6164383561643835,39.4
201566,Marcus Johnson,1610612747,LAL,2025-01-18,LAL @ DAL,W,33.71666666666667,10,25,0.4,1,3,0.333,3,4,0.75,2,6,8,4,1,0,2,4,24,0,2024-25,away,DAL,2024,19,0.44843049327354256,0.7118141374196737,40.6
201566,Marcus Johnson,1610612747,LAL,2025-01-21,LAL @ BOS,L,30.783333333333335,9,22,0.409,1,4,0.25,3,4,0.75,1,5,6,7,0,0,2,3,22,-5,2024-25,away,BOS,2024,19,0.4629629629629629,0.7146724417975094,37.7
